Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
12702,Miss management interview share site.,2025-05-19,2025-05-24,6.79,Improvement,Low,Admin,U07
12703,Stop second spring PM let.,2025-05-10,2025-05-16,3.93,Improvement,Low,Research,U04
12704,Why issue four fund finish with wonder.,2025-01-14,2025-01-24,6.84,Improvement,High,Support,U05
12705,Baby control debate.,2025-05-11,2025-05-18,3.28,Improvement,Medium,Research,U10
12706,Loss defense see oil somebody up hotel usually.,2025-01-09,2025-01-14,7.38,Bug,Medium,Admin,U04
12707,Phone network individual common.,2025-03-31,2025-04-03,9.79,Bug,High,Admin,U02
12708,Ability experience professional.,2025-04-28,2025-05-04,3.73,Improvement,Low,Technical,U05
12709,Nearly end suffer expect budget site available.,2025-02-21,2025-02-22,7.81,Feature,Low,Support,U02
12710,Difference pull main speech sing as first per.,2025-02-06,2025-02-12,6.99,Feature,Medium,Support,U07
12711,Home relate break adult field.,2025-03-05,2025-03-13,7.61,Improvement,Low,Technical,U04
12712,Center bank morning important challenge fine.,2025-05-03,2025-05-07,8.96,Improvement,Medium,Technical,U09
12713,Remain management window billion difference.,2025-04-29,2025-04-30,7.18,Feature,Low,Technical,U09
12714,Including lawyer sound might dark nice increase.,2025-04-24,2025-05-03,9.82,Improvement,High,Support,U04
12715,Fact light hotel establish only.,2025-02-26,2025-03-06,8.92,Bug,High,Support,U09
12716,Begin group church theory pressure candidate suggest.,2025-02-17,2025-02-26,8.63,Bug,High,Admin,U07
12717,Probably number this hope little provide.,2025-02-24,2025-03-04,6.32,Bug,Low,Research,U01
12718,Service fill push right attorney environment.,2025-02-12,2025-02-19,4.86,Improvement,High,Admin,U04
12719,Wrong thing force own during.,2025-02-13,2025-02-21,5.28,Feature,Medium,Support,U05
12720,Smile magazine owner everything upon.,2025-03-10,2025-03-17,7.71,Feature,High,Technical,U04
12721,Weight girl happen agent five father.,2025-04-12,2025-04-18,9.92,Improvement,Medium,Technical,U03
12722,Building white three positive woman may.,2025-02-15,2025-02-24,7.67,Feature,Medium,Admin,U04
12723,Leg small determine once.,2025-04-26,2025-04-27,2.26,Feature,Medium,Admin,U05
12724,Interest between where agent worker suffer focus.,2025-05-08,2025-05-16,2.31,Feature,Medium,Admin,U10
12725,Sort let may report.,2025-01-11,2025-01-16,9.98,Bug,Medium,Support,U01
12726,Past action baby art charge.,2025-03-09,2025-03-12,9.2,Improvement,High,Admin,U08
12727,Increase price thing these truth song.,2025-05-08,2025-05-15,7.22,Improvement,High,Technical,U07
12728,Bad never dream meeting read wide task.,2025-05-26,2025-06-04,4.52,Improvement,Low,Admin,U09
12729,Message same training age performance center.,2025-05-04,2025-05-10,3.12,Improvement,High,Support,U05
12730,Conference speech too sound get note day.,2025-01-12,2025-01-18,2.6,Feature,Low,Technical,U06
12731,Building its notice such stuff shoulder wait.,2025-02-11,2025-02-16,6.92,Feature,High,Support,U07
12732,Attorney pick space among.,2025-02-24,2025-02-28,4.38,Bug,Low,Admin,U05
12733,Main direction figure rule enter create recent commercial.,2025-03-21,2025-03-30,8.07,Bug,Low,Research,U07
12734,Yourself peace government effect already marriage think.,2025-01-14,2025-01-18,7.05,Feature,High,Admin,U01
12735,Add common do admit he.,2025-02-21,2025-02-23,3.57,Feature,High,Research,U08
12736,Site anything figure behavior.,2025-03-19,2025-03-24,3.25,Feature,Medium,Research,U06
12737,Traditional model focus professor.,2025-02-09,2025-02-18,2.67,Feature,Medium,Support,U08
12738,Continue play five best author way.,2025-03-16,2025-03-23,6.98,Improvement,Low,Admin,U10
12739,Raise option blood produce age.,2025-05-10,2025-05-18,7.17,Bug,High,Admin,U06
12740,Law information common pass beat hot.,2025-01-10,2025-01-18,3.51,Improvement,Low,Support,U08
12741,Thousand morning school lose.,2025-04-01,2025-04-07,9.68,Feature,Medium,Research,U05
12742,School according thank turn.,2025-05-24,2025-06-02,4.5,Feature,Low,Support,U08
12743,Board process force continue player raise opportunity.,2025-03-06,2025-03-07,4.51,Improvement,Medium,Research,U03
12744,Quickly sense remember better fill pressure quite.,2025-05-15,2025-05-19,9.75,Improvement,Medium,Research,U06
12745,Base everything ten.,2025-02-01,2025-02-05,3.58,Feature,High,Admin,U01
12746,Season economic off language more.,2025-03-04,2025-03-12,4.07,Bug,High,Support,U06
12747,Happy call if toward next positive play animal.,2025-03-22,2025-03-30,8.27,Feature,Low,Admin,U03
12748,Cost skill eat meet kid top evidence prove.,2025-01-01,2025-01-08,4.24,Improvement,Medium,Research,U08
12749,Most fish sit cell national oil.,2025-05-03,2025-05-07,9.56,Bug,Medium,Research,U09
12750,Generation forward agency.,2025-04-18,2025-04-24,3.06,Feature,High,Admin,U10
12751,Question guy its community.,2025-02-16,2025-02-21,8.24,Feature,High,Support,U02
12752,Relationship account discover theory.,2025-03-21,2025-03-22,9.08,Feature,Low,Admin,U08
12753,Hold fine customer sort brother pay reach.,2025-02-26,2025-03-02,4.93,Feature,High,Research,U09
12754,Wrong indeed more child hope run.,2025-03-05,2025-03-07,5.2,Improvement,Medium,Support,U09
12755,Star office religious behavior song property.,2025-02-07,2025-02-17,2.33,Bug,High,Research,U06
12756,Past PM everything painting life.,2025-02-25,2025-03-07,7.02,Feature,Low,Research,U04
12757,Become opportunity election including.,2025-04-25,2025-05-05,9.83,Bug,Low,Admin,U03
12758,Direction country unit benefit thing especially this.,2025-01-19,2025-01-27,5.16,Improvement,Medium,Admin,U01
12759,Or away officer improve street employee.,2025-03-16,2025-03-18,7.71,Feature,Medium,Research,U03
12760,Building my hospital morning.,2025-03-10,2025-03-12,8.85,Feature,High,Research,U07
12761,Interest offer continue mention education hospital.,2025-05-06,2025-05-12,6.95,Bug,Medium,Research,U07
12762,Another team seem reality resource recent.,2025-02-27,2025-03-09,5.23,Feature,Medium,Research,U02
12763,Ball political line skin matter pull option political.,2025-05-10,2025-05-18,4.7,Bug,Low,Support,U06
12764,Hold attention far no.,2025-01-09,2025-01-10,3.18,Bug,Medium,Support,U03
12765,Interview trip check edge.,2025-01-28,2025-01-29,8.12,Improvement,Medium,Research,U05
12766,Government ever tax head police.,2025-01-11,2025-01-13,8.9,Improvement,High,Research,U02
12767,Expert worry morning bank technology Democrat.,2025-04-03,2025-04-12,1.77,Bug,Medium,Technical,U05
12768,Law that part record page under appear.,2025-03-05,2025-03-14,4.77,Bug,Medium,Research,U04
12769,Capital city activity then future during.,2025-03-17,2025-03-19,9.71,Improvement,Medium,Admin,U05
12770,Hit lose half wrong still chair country.,2025-05-25,2025-05-26,5.78,Improvement,Low,Research,U04
12771,Size how certainly get always arrive.,2025-02-11,2025-02-19,6.78,Feature,High,Admin,U07
12772,Difference store hit behavior time while section.,2025-02-18,2025-02-23,2.9,Feature,Medium,Support,U04
12773,Year power draw generation that.,2025-05-09,2025-05-11,7.13,Feature,High,Support,U01
12774,Than tonight onto our again.,2025-01-16,2025-01-20,4.76,Feature,High,Technical,U04
12775,Economy population fight management source series understand note.,2025-03-12,2025-03-20,2.12,Bug,Medium,Technical,U04
12776,Community color participant six but page your.,2025-04-28,2025-04-30,6.2,Feature,High,Research,U02
12777,Alone meeting give.,2025-03-05,2025-03-10,3.29,Feature,Low,Admin,U09
12778,Successful certainly light few company mention laugh.,2025-02-19,2025-02-25,5.16,Improvement,Low,Research,U01
12779,Wife side director concern.,2025-04-30,2025-05-07,6.93,Feature,Low,Admin,U08
12780,Pay population among know economy black hit impact.,2025-04-05,2025-04-08,8.63,Improvement,High,Research,U01
12781,Hear lay help guess compare sure.,2025-03-11,2025-03-15,2.83,Feature,Low,Research,U04
12782,System serve image every vote.,2025-05-18,2025-05-22,6.4,Bug,Medium,Research,U05
12783,Town own election improve.,2025-03-03,2025-03-09,5.27,Bug,Low,Technical,U05
12784,Sure start condition protect I might.,2025-03-04,2025-03-07,7.8,Improvement,Medium,Support,U01
12785,Year letter consumer.,2025-04-15,2025-04-22,9.32,Feature,High,Research,U09
12786,Fly very four perhaps he.,2025-01-20,2025-01-25,7.84,Improvement,Low,Admin,U09
12787,Pm traditional view American.,2025-05-12,2025-05-19,3.17,Feature,Low,Technical,U06
12788,Meeting act degree despite authority.,2025-01-14,2025-01-20,3.49,Feature,Medium,Research,U06
12789,Compare goal or hold poor.,2025-03-16,2025-03-21,6.81,Feature,Medium,Research,U06
12790,Provide newspaper now.,2025-02-26,2025-03-02,7.25,Improvement,Low,Support,U06
12791,His down community wind debate population instead why.,2025-05-20,2025-05-26,7.91,Feature,High,Support,U05
12792,Draw close allow something.,2025-02-22,2025-03-02,7.4,Improvement,Low,Admin,U01
12793,Surface free alone room contain education.,2025-03-27,2025-04-05,4.52,Improvement,Low,Support,U04
12794,Senior positive take.,2025-03-28,2025-03-29,3.9,Bug,Medium,Technical,U03
12795,Magazine officer audience let sign attention six.,2025-04-30,2025-05-05,7.04,Bug,High,Support,U09
12796,Expect including sort all sometimes.,2025-03-03,2025-03-11,4.34,Feature,Medium,Research,U10
12797,Network course unit after study.,2025-01-31,2025-02-09,4.36,Improvement,High,Research,U06
12798,Time keep market type.,2025-02-24,2025-03-04,5.39,Improvement,High,Admin,U04
12799,Election industry several democratic return.,2025-02-25,2025-03-03,8.53,Feature,High,Technical,U01
12800,Sound issue its remember whose.,2025-03-18,2025-03-25,4.45,Bug,Medium,Research,U04
12801,Agent catch look expect source.,2025-03-27,2025-03-31,9.29,Feature,High,Support,U08
12802,Evidence writer money Democrat experience street little.,2025-01-29,2025-02-06,3.51,Improvement,High,Admin,U03
12803,Board employee structure wall hundred.,2025-01-01,2025-01-10,6.93,Bug,High,Support,U10
12804,Appear teacher prevent rich themselves begin bad young.,2025-04-24,2025-04-26,4.5,Improvement,Low,Support,U04
12805,Speech size nature rate.,2025-04-11,2025-04-13,7.69,Improvement,High,Research,U10
12806,Pattern paper group task.,2025-01-14,2025-01-16,8.02,Feature,High,Admin,U01
12807,Garden budget spring large knowledge upon hold.,2025-02-11,2025-02-21,9.63,Bug,High,Technical,U10
12808,Avoid type matter sign benefit start discuss.,2025-02-01,2025-02-02,6.78,Improvement,Low,Research,U06
12809,Buy third month detail dog.,2025-05-14,2025-05-20,5.76,Feature,Low,Technical,U01
12810,Gas pick ask understand choose require.,2025-04-25,2025-04-28,8.7,Feature,Low,Admin,U05
12811,Go item maybe middle he there push concern.,2025-04-16,2025-04-20,4.89,Feature,Medium,Research,U06
12812,Cold a minute forget.,2025-04-16,2025-04-19,7.01,Bug,High,Research,U06
12813,Then else east dark out.,2025-05-14,2025-05-18,6.04,Bug,High,Admin,U02
12814,This half believe fast space them.,2025-03-25,2025-03-29,8.82,Bug,Medium,Research,U03
12815,Item local season against eat.,2025-03-16,2025-03-25,4.13,Bug,Medium,Admin,U04
12816,Into big century beat drug foot baby.,2025-05-01,2025-05-10,4.32,Feature,Low,Support,U02
12817,Soon risk range reality.,2025-05-10,2025-05-14,5.73,Improvement,Medium,Technical,U03
12818,Like rich bar movement.,2025-02-07,2025-02-14,7.54,Bug,High,Admin,U10
12819,Lawyer seek age wind who thousand.,2025-01-09,2025-01-10,9.51,Feature,Low,Admin,U09
12820,No court you mouth should but perform magazine.,2025-04-03,2025-04-11,2.26,Bug,Low,Technical,U03
12821,Thousand various particular job floor.,2025-03-21,2025-03-27,4.53,Improvement,High,Admin,U07
12822,Hair important least beat coach capital information.,2025-04-18,2025-04-24,3.14,Feature,Low,Technical,U09
12823,Various campaign ball social.,2025-03-14,2025-03-16,2.98,Feature,Medium,Support,U04
12824,Get popular which record feel almost rather.,2025-03-11,2025-03-19,5.36,Bug,High,Admin,U06
12825,Identify beat least student example a or.,2025-05-07,2025-05-12,4.11,Improvement,Medium,Admin,U06
12826,Leave level order like during short.,2025-03-02,2025-03-07,1.95,Bug,High,Admin,U06
12827,Daughter option respond skin cover growth.,2025-02-08,2025-02-09,6.36,Bug,Medium,Admin,U01
12828,Purpose whom and skin news sign tonight.,2025-01-04,2025-01-06,7.51,Bug,Medium,Admin,U07
12829,Traditional surface model build last drive light song.,2025-05-20,2025-05-29,9.38,Improvement,High,Technical,U08
12830,Interview indicate your skill father.,2025-01-11,2025-01-20,5.37,Bug,High,Admin,U03
12831,Reach expert approach child same member.,2025-03-02,2025-03-03,5.37,Bug,Medium,Admin,U09
12832,Shake total must goal.,2025-01-20,2025-01-24,2.4,Bug,Medium,Support,U07
12833,Bag fact prevent people experience western bed.,2025-05-20,2025-05-26,6.76,Feature,High,Research,U04
12834,Instead growth identify work.,2025-01-27,2025-01-29,8.15,Bug,Low,Support,U01
12835,Several name kitchen blue deal.,2025-01-08,2025-01-16,8.33,Bug,Low,Support,U08
12836,Nothing between special buy.,2025-04-21,2025-04-30,6.02,Feature,High,Technical,U08
12837,Man ten similar deep.,2025-03-19,2025-03-20,4.16,Feature,High,Research,U10
12838,Read street policy.,2025-01-03,2025-01-10,7.11,Feature,Low,Technical,U01
12839,Still agent task week occur success direction before.,2025-02-28,2025-03-05,1.12,Improvement,Low,Technical,U02
12840,Value teacher apply will matter general.,2025-03-05,2025-03-07,5.01,Feature,Medium,Admin,U02
12841,Loss foreign important American but eat instead.,2025-03-29,2025-04-01,2.63,Bug,High,Admin,U01
12842,Lawyer specific common natural least.,2025-03-26,2025-04-03,6.35,Feature,Low,Support,U09
12843,Paper discuss science color amount notice easy a.,2025-04-06,2025-04-16,2.55,Improvement,Low,Research,U04
12844,No as TV year.,2025-02-20,2025-02-23,5.52,Bug,Low,Research,U09
12845,Thought see senior later language.,2025-01-31,2025-02-05,3.27,Improvement,High,Technical,U04
12846,Read economic shake become increase.,2025-03-07,2025-03-15,8.5,Bug,Medium,Technical,U09
12847,Fly throughout even guess indicate student.,2025-03-18,2025-03-22,5.56,Bug,Low,Research,U02
12848,Give cover door.,2025-03-26,2025-04-01,8.64,Bug,High,Admin,U10
12849,Ago lawyer hard he.,2025-04-25,2025-04-30,5.88,Improvement,Medium,Technical,U03
12850,Despite college state necessary growth sell hand study.,2025-01-19,2025-01-26,9.77,Improvement,Medium,Research,U09
12851,Figure reality yard brother.,2025-01-03,2025-01-09,6.87,Feature,Low,Admin,U10
12852,Door executive run.,2025-03-01,2025-03-03,3.88,Improvement,Low,Admin,U10
12853,First different travel.,2025-03-29,2025-04-05,2.28,Improvement,Low,Research,U04
12854,Garden simple perhaps find car either huge.,2025-04-20,2025-04-26,2.73,Feature,Medium,Technical,U05
12855,Course happy end.,2025-01-13,2025-01-23,6.86,Bug,Low,Research,U09
12856,Standard where human never town use within hundred.,2025-01-02,2025-01-12,2.37,Improvement,Medium,Admin,U10
12857,Why trial difference industry effort because.,2025-05-10,2025-05-13,1.78,Improvement,Low,Technical,U09
12858,State street for wait song week.,2025-02-24,2025-02-25,6.32,Bug,Medium,Admin,U06
12859,Interesting talk less not remember good lawyer.,2025-01-28,2025-02-07,6.82,Bug,Medium,Support,U02
12860,House in court fact tend.,2025-05-09,2025-05-11,1.49,Improvement,Low,Technical,U10
12861,Subject decide cell set politics clearly.,2025-01-13,2025-01-23,1.76,Bug,Low,Research,U03
12862,Ever system any have lawyer.,2025-01-26,2025-01-27,7.47,Improvement,Low,Admin,U04
12863,My measure into report exactly drug federal.,2025-02-01,2025-02-05,3.08,Improvement,High,Technical,U07
12864,Hope get relationship region dark we prevent.,2025-03-26,2025-03-27,6.15,Feature,Low,Research,U04
12865,Call understand challenge manage thank career.,2025-05-19,2025-05-21,1.39,Feature,High,Technical,U04
12866,Analysis behavior hit true.,2025-05-18,2025-05-25,3.42,Improvement,Low,Support,U08
12867,Decision natural sell current officer keep try.,2025-03-08,2025-03-17,6.74,Improvement,Medium,Support,U05
12868,National risk evidence hundred catch into.,2025-02-23,2025-02-25,4.27,Feature,Low,Support,U06
12869,Support contain behavior ground available each property.,2025-05-21,2025-05-28,9.56,Feature,High,Support,U09
12870,A note purpose hear strategy goal dog.,2025-05-23,2025-05-31,5.29,Bug,High,Admin,U10
12871,Go discover edge number.,2025-01-14,2025-01-24,2.2,Bug,Medium,Support,U07
12872,Its religious very.,2025-02-27,2025-03-06,9.62,Bug,Low,Technical,U10
12873,Section eat hospital property clear.,2025-01-28,2025-02-07,9.36,Improvement,Low,Support,U04
12874,Wall often paper against economic.,2025-04-13,2025-04-18,9.21,Improvement,Medium,Admin,U10
12875,Chance local church piece summer.,2025-04-17,2025-04-27,8.61,Bug,Medium,Research,U01
12876,Education side president pretty born treatment institution social.,2025-04-20,2025-04-28,5.05,Improvement,Low,Technical,U10
12877,Space past research season.,2025-04-01,2025-04-08,4.72,Feature,Low,Research,U01
12878,They cell skill subject still civil.,2025-04-22,2025-04-23,1.06,Bug,Low,Research,U08
12879,Offer opportunity floor less positive.,2025-04-20,2025-04-21,8.94,Feature,Medium,Technical,U06
12880,Receive camera number anyone.,2025-03-02,2025-03-05,3.77,Feature,High,Admin,U03
12881,Network administration yard far.,2025-02-14,2025-02-17,9.61,Bug,Medium,Research,U09
12882,Team party week top think.,2025-05-24,2025-05-30,3.81,Bug,High,Admin,U09
12883,Everything push him country.,2025-05-10,2025-05-17,8.64,Feature,Medium,Support,U09
12884,Any direction turn red notice almost.,2025-02-05,2025-02-14,9.83,Feature,High,Research,U07
12885,Them bank base for other stuff far.,2025-01-17,2025-01-21,4.11,Improvement,Low,Admin,U08
12886,Practice hair nice.,2025-05-07,2025-05-09,9.56,Improvement,Medium,Research,U08
12887,Couple history mouth mother effect much receive.,2025-02-07,2025-02-17,3.26,Bug,High,Admin,U08
12888,Boy what trouble should here vote kind.,2025-02-23,2025-02-24,6.57,Feature,Medium,Support,U08
12889,Rate toward always TV.,2025-04-04,2025-04-12,9.23,Feature,Medium,Research,U06
12890,Reach gun herself raise study ago reduce final.,2025-05-14,2025-05-20,3.03,Feature,High,Technical,U04
12891,Occur condition watch partner not realize challenge.,2025-01-17,2025-01-24,3.72,Improvement,Low,Technical,U08
12892,Natural red past laugh investment eat record identify.,2025-05-06,2025-05-09,8.05,Bug,Low,Admin,U05
12893,Sometimes move suffer.,2025-05-20,2025-05-21,6.66,Improvement,High,Research,U07
12894,Positive improve so security court lot manager.,2025-05-15,2025-05-23,6.44,Bug,Low,Technical,U05
12895,Meeting attack young major building drug argue.,2025-01-27,2025-01-31,9.91,Improvement,Medium,Support,U07
12896,Society job treatment morning certainly.,2025-04-27,2025-05-02,2.16,Improvement,Medium,Research,U09
12897,Want again will away create.,2025-03-26,2025-03-28,6.83,Improvement,Medium,Research,U02
12898,Official his particularly.,2025-04-30,2025-05-10,1.18,Bug,Low,Technical,U04
12899,Hope occur history get she nature.,2025-02-28,2025-03-05,8.26,Improvement,Medium,Support,U04
12900,Visit back fish themselves miss history discover.,2025-03-27,2025-04-02,1.33,Improvement,High,Admin,U10
12901,Let evidence south.,2025-01-30,2025-02-08,8.9,Feature,Low,Admin,U10
12902,Degree begin yourself word agency.,2025-05-09,2025-05-10,9.63,Feature,High,Admin,U04
12903,Say production fine positive prevent.,2025-02-22,2025-02-25,6.83,Feature,Low,Admin,U10
12904,Very speech than choice understand commercial.,2025-01-11,2025-01-18,3.7,Feature,High,Technical,U05
12905,Per most expect these heavy.,2025-03-03,2025-03-12,9.41,Improvement,Low,Admin,U07
12906,Floor war read herself.,2025-01-24,2025-02-03,3.06,Bug,High,Support,U04
12907,Again skill find could situation.,2025-05-05,2025-05-07,1.38,Bug,High,Research,U08
12908,Generation without book entire system support party.,2025-04-24,2025-05-04,3.18,Improvement,Low,Technical,U02
12909,White pull town director family minute.,2025-01-27,2025-02-05,9.34,Feature,High,Admin,U02
12910,Value claim cause better enter.,2025-02-22,2025-03-01,8.94,Bug,Low,Technical,U03
12911,Mind thing theory success here allow.,2025-02-03,2025-02-04,1.46,Improvement,Low,Research,U05
12912,Final mouth draw.,2025-04-29,2025-04-30,4.11,Feature,Medium,Technical,U02
12913,Long production ever base bit meeting well.,2025-05-19,2025-05-29,7.23,Improvement,Medium,Research,U05
12914,Price ahead career yeah head.,2025-02-08,2025-02-18,4.39,Feature,Low,Admin,U09
12915,Approach chance force author turn.,2025-02-10,2025-02-13,7.75,Bug,Medium,Admin,U06
12916,Approach each campaign others toward.,2025-02-25,2025-03-06,7.35,Improvement,Low,Research,U07
12917,Floor every read while baby charge.,2025-05-21,2025-05-28,4.52,Improvement,High,Research,U04
12918,Young animal offer cup issue ability.,2025-05-12,2025-05-13,6.98,Improvement,Low,Research,U04
12919,Gas consumer month free stop whatever.,2025-02-03,2025-02-10,4.33,Bug,Medium,Admin,U05
12920,Wall choose skin important.,2025-01-15,2025-01-23,8.16,Bug,High,Research,U01
12921,Sort summer west role.,2025-01-31,2025-02-01,3.41,Improvement,High,Admin,U01
12922,Information of opportunity method.,2025-04-23,2025-04-29,6.38,Bug,Low,Admin,U06
12923,Sometimes shake believe decision woman front join.,2025-02-26,2025-02-28,8.64,Bug,Medium,Admin,U06
12924,Machine happen them movement region.,2025-01-12,2025-01-13,6.36,Bug,High,Technical,U07
12925,Billion Congress still heart.,2025-05-01,2025-05-03,9.37,Improvement,Medium,Support,U08
12926,Story set we size watch simply paper.,2025-02-27,2025-02-28,2.91,Bug,Medium,Support,U04
12927,Since woman major too main inside college weight.,2025-01-31,2025-02-03,8.69,Improvement,Medium,Support,U08
12928,Our call most during energy.,2025-03-29,2025-04-06,7.61,Bug,High,Research,U01
12929,Writer back thank there character professor including.,2025-03-23,2025-04-01,7.05,Feature,High,Research,U02
12930,Seat break inside performance.,2025-01-02,2025-01-10,8.54,Improvement,Medium,Admin,U03
12931,Really front new.,2025-02-04,2025-02-08,8.1,Bug,Medium,Research,U07
12932,Part seven third bad happy doctor speech prevent.,2025-01-28,2025-02-05,5.31,Feature,Medium,Technical,U08
12933,Before moment keep region.,2025-04-11,2025-04-19,4.23,Feature,High,Technical,U08
12934,Government ok tree thus pass.,2025-03-21,2025-03-22,9.38,Improvement,Low,Support,U06
12935,Necessary tree range process down.,2025-02-15,2025-02-20,6.27,Feature,High,Research,U09
12936,Provide gas store race.,2025-02-22,2025-03-03,4.08,Feature,Medium,Support,U07
12937,Seat compare mother rise.,2025-04-10,2025-04-16,4.95,Feature,High,Support,U07
12938,Able push general control.,2025-01-31,2025-02-07,7.46,Improvement,High,Research,U06
12939,Arrive car child which in everyone seek prevent.,2025-03-15,2025-03-17,6.77,Feature,High,Technical,U04
12940,Until develop memory voice name front.,2025-01-31,2025-02-09,9.42,Feature,Medium,Research,U03
12941,Always public analysis hit far.,2025-03-07,2025-03-12,7.62,Improvement,Low,Technical,U01
12942,Partner arrive matter field capital network may.,2025-03-14,2025-03-20,8.64,Improvement,Low,Admin,U05
12943,Medical leave news southern take state.,2025-02-25,2025-03-07,6.95,Improvement,High,Admin,U04
12944,Never available light improve recent.,2025-02-13,2025-02-22,3.03,Feature,Low,Support,U02
12945,Trip question current director report enough store.,2025-04-09,2025-04-11,7.56,Improvement,Low,Admin,U06
12946,Material above story industry kitchen.,2025-04-21,2025-04-23,1.04,Bug,Low,Technical,U08
12947,Indicate probably reveal give article onto focus federal.,2025-01-26,2025-01-31,7.19,Feature,High,Admin,U03
12948,Story wrong parent little process.,2025-03-06,2025-03-12,9.47,Improvement,Medium,Technical,U07
12949,Congress three health information director order matter.,2025-01-10,2025-01-18,3.16,Bug,High,Research,U05
12950,Me spring agree yet above picture group.,2025-05-14,2025-05-22,4.38,Bug,High,Support,U08
12951,While involve family recently plant.,2025-01-27,2025-02-05,1.43,Bug,Medium,Technical,U05
12952,Ago practice describe.,2025-05-14,2025-05-19,7.93,Improvement,High,Support,U01
12953,Power relationship such.,2025-02-07,2025-02-14,8.21,Improvement,Medium,Admin,U06
12954,Hold else his other beat western common.,2025-01-23,2025-02-01,3.51,Bug,Medium,Technical,U08
12955,Participant goal reflect my important.,2025-04-09,2025-04-10,6.36,Improvement,Medium,Research,U07
12956,President skill environmental service or million.,2025-01-07,2025-01-16,6.49,Improvement,High,Research,U01
12957,Door give his rich happy career.,2025-03-31,2025-04-06,4.79,Improvement,Low,Support,U07
12958,Although cut seven study media use main stage.,2025-03-26,2025-03-28,6.8,Feature,Medium,Technical,U10
12959,Night bar parent boy establish run.,2025-01-15,2025-01-19,2.45,Improvement,High,Admin,U05
12960,Specific such thank.,2025-04-26,2025-04-27,4.38,Feature,High,Admin,U03
12961,Money nothing arm media.,2025-04-07,2025-04-15,8.38,Bug,High,Research,U03
12962,Smile message growth beyond near.,2025-01-15,2025-01-19,1.28,Bug,Low,Research,U04
12963,Agent nor behavior remain.,2025-02-28,2025-03-09,8.88,Improvement,Low,Technical,U07
12964,Them policy senior group choose meeting rich expert.,2025-01-30,2025-02-04,5.82,Bug,Low,Admin,U04
12965,Near top argue.,2025-01-14,2025-01-16,1.12,Bug,High,Research,U01
12966,Far action dinner like age tell.,2025-01-15,2025-01-24,1.38,Bug,Medium,Research,U06
12967,Old class down system full address generation history.,2025-03-08,2025-03-13,5.48,Improvement,Low,Admin,U09
12968,Operation everyone shake person size near.,2025-02-14,2025-02-19,8.25,Improvement,Medium,Research,U05
12969,Quickly myself certain store no responsibility its institution.,2025-02-12,2025-02-14,3.31,Feature,High,Research,U08
12970,Majority share among leader majority world like.,2025-04-30,2025-05-04,9.78,Feature,Medium,Research,U02
12971,Culture involve find true herself late house.,2025-03-01,2025-03-04,4.2,Improvement,Medium,Support,U03
12972,Draw modern material occur.,2025-02-21,2025-02-28,6.09,Bug,Low,Technical,U04
12973,Stay kitchen become them world.,2025-04-20,2025-04-30,5.11,Improvement,Medium,Support,U04
12974,International compare child deep why.,2025-02-21,2025-03-02,8.58,Improvement,High,Support,U01
12975,Future early gas task paper.,2025-04-23,2025-04-25,3.08,Bug,High,Support,U01
12976,Clearly night expect court us contain wonder.,2025-04-02,2025-04-07,7.23,Improvement,High,Technical,U01
12977,How player second either today look eye.,2025-04-23,2025-04-26,8.12,Bug,Medium,Research,U02
12978,Beautiful establish edge myself stock forward machine.,2025-03-03,2025-03-12,9.88,Improvement,High,Technical,U05
12979,Cost environment possible vote focus song.,2025-03-04,2025-03-13,4.96,Improvement,Medium,Support,U08
12980,Whatever fill week best.,2025-04-21,2025-04-26,4.59,Feature,Low,Admin,U02
12981,Worry fund toward deep.,2025-02-16,2025-02-26,7.01,Improvement,Medium,Research,U04
12982,Sport fear product store.,2025-03-24,2025-03-29,2.0,Feature,High,Technical,U01
12983,At really available future against have improve.,2025-05-19,2025-05-23,9.02,Bug,Low,Support,U03
12984,Thank when night I have section blue.,2025-03-17,2025-03-21,7.17,Bug,Medium,Technical,U01
12985,Discuss article school give red.,2025-05-22,2025-05-28,5.6,Bug,Medium,Technical,U03
12986,Attack prevent process respond continue since.,2025-04-19,2025-04-28,4.5,Feature,Medium,Research,U03
12987,Commercial pattern majority before just station series.,2025-03-29,2025-04-05,3.74,Feature,Low,Support,U06
12988,Product while magazine well.,2025-01-03,2025-01-07,9.1,Feature,High,Research,U07
12989,Second stop office dream.,2025-04-16,2025-04-21,4.98,Feature,Low,Admin,U08
12990,Suggest at room type toward.,2025-01-23,2025-02-01,8.89,Improvement,Low,Technical,U09
12991,Purpose east along second produce hold.,2025-01-27,2025-01-29,3.92,Improvement,Low,Research,U09
12992,Near there I gun away.,2025-04-07,2025-04-16,7.5,Bug,Low,Support,U02
12993,Physical weight security subject.,2025-02-10,2025-02-14,8.93,Feature,High,Research,U09
12994,College everybody religious cell.,2025-04-02,2025-04-10,6.75,Feature,Low,Research,U08
12995,Fact Mrs top any.,2025-02-08,2025-02-15,8.35,Bug,Medium,Research,U09
12996,Tree collection chair think spend financial sort citizen.,2025-04-28,2025-05-05,2.91,Improvement,High,Technical,U05
12997,Likely yard parent organization since establish.,2025-05-06,2025-05-12,7.0,Improvement,Low,Admin,U05
12998,Different threat fall police discussion set across.,2025-04-13,2025-04-20,7.69,Bug,High,Support,U10
